datetime_local,water_temp_degC,do_mgL,batt_volt
2019-10-13 05:02:00,20.64,8.39,3.18
2019-10-13 05:03:00,20.63,8.38,3.18
2019-10-13 05:04:00,20.63,8.37,3.18
2019-10-13 05:05:00,20.69,8.38,3.18
2019-10-13 05:06:00,20.65,8.41,3.18
2019-10-13 05:07:00,20.62,8.41,3.18
2019-10-13 05:08:00,20.60,8.39,3.18
2019-10-13 05:09:00,20.61,8.36,3.18
2019-10-13 05:10:00,20.61,8.36,3.18
2019-10-13 05:11:00,20.54,8.38,3.18
2019-10-13 05:12:00,20.61,8.35,3.18
2019-10-13 05:13:00,20.61,8.36,3.18
2019-10-13 05:14:00,20.58,8.35,3.18
2019-10-13 05:15:00,20.62,8.32,3.18
2019-10-13 05:16:00,20.62,8.30,3.18
2019-10-13 05:17:00,20.63,8.29,3.18
2019-10-13 05:18:00,20.57,8.29,3.18
2019-10-13 05:19:00,20.58,8.23,3.18
2019-10-13 05:20:00,20.59,8.24,3.18
2019-10-13 05:21:00,20.59,8.24,3.18
2019-10-13 05:22:00,20.64,8.23,3.18
2019-10-13 05:23:00,20.58,8.29,3.18
2019-10-13 05:24:00,20.61,8.29,3.18
2019-10-13 05:25:00,20.56,8.31,3.18
2019-10-13 05:26:00,20.58,8.29,3.18
2019-10-13 05:27:00,20.57,8.32,3.18
2019-10-13 05:28:00,20.55,8.34,3.18
2019-10-13 05:29:00,20.55,8.34,3.18
2019-10-13 05:30:00,20.58,8.35,3.18
2019-10-13 05:31:00,20.52,8.37,3.18
2019-10-13 05:32:00,20.52,8.39,3.18
2019-10-13 05:33:00,20.52,8.38,3.18
2019-10-13 05:34:00,20.56,8.37,3.18
2019-10-13 05:35:00,20.51,8.38,3.18
2019-10-13 05:36:00,20.50,8.39,3.18
2019-10-13 05:37:00,20.58,8.38,3.18
2019-10-13 05:38:00,20.53,8.37,3.18
2019-10-13 05:39:00,20.52,8.36,3.18
2019-10-13 05:40:00,20.55,8.34,3.18
2019-10-13 05:41:00,20.53,8.33,3.18
2019-10-13 05:42:00,20.50,8.35,3.18
2019-10-13 05:43:00,20.55,8.33,3.18
2019-10-13 05:44:00,20.50,8.34,3.18
2019-10-13 05:45:00,20.50,8.34,3.18
2019-10-13 05:46:00,20.51,8.36,3.18
2019-10-13 05:47:00,20.51,8.36,3.18
2019-10-13 05:48:00,20.55,8.37,3.18
2019-10-13 05:49:00,20.51,8.38,3.18
2019-10-13 05:50:00,20.49,8.37,3.18
2019-10-13 05:51:00,20.51,8.37,3.18
2019-10-13 05:52:00,20.53,8.35,3.18
2019-10-13 05:53:00,20.50,8.35,3.18
2019-10-13 05:54:00,20.55,8.34,3.18
2019-10-13 05:55:00,20.51,8.32,3.18
2019-10-13 05:56:00,20.51,8.29,3.18
2019-10-13 05:57:00,20.51,8.29,3.18
2019-10-13 05:58:00,20.46,8.27,3.18
2019-10-13 05:59:00,20.53,8.22,3.18
2019-10-13 06:00:00,20.52,8.22,3.18
2019-10-13 06:01:00,20.48,8.21,3.18
2019-10-13 06:02:00,20.48,8.19,3.18
2019-10-13 06:03:00,20.51,8.18,3.18
2019-10-13 06:04:00,20.49,8.19,3.18
2019-10-13 06:05:00,20.50,8.19,3.18
2019-10-13 06:06:00,20.49,8.20,3.18
2019-10-13 06:07:00,20.46,8.20,3.18
2019-10-13 06:08:00,20.48,8.20,3.18
2019-10-13 06:09:00,20.47,8.20,3.18
2019-10-13 06:10:00,20.45,8.22,3.18
2019-10-13 06:11:00,20.46,8.23,3.18
2019-10-13 06:12:00,20.42,8.24,3.18
2019-10-13 06:13:00,20.42,8.23,3.18
2019-10-13 06:14:00,20.41,8.23,3.18
2019-10-13 06:15:00,20.42,8.26,3.18
2019-10-13 06:16:00,20.42,8.26,3.18
2019-10-13 06:17:00,20.44,8.24,3.18
2019-10-13 06:18:00,20.44,8.21,3.18
2019-10-13 06:19:00,20.45,8.16,3.18
2019-10-13 06:20:00,20.41,8.19,3.18
2019-10-13 06:21:00,20.41,8.19,3.18
2019-10-13 06:22:00,20.41,8.20,3.18
2019-10-13 06:23:00,20.38,8.17,3.18
2019-10-13 06:24:00,20.42,8.14,3.18
2019-10-13 06:25:00,20.45,8.10,3.18
2019-10-13 06:26:00,20.42,8.10,3.18
2019-10-13 06:27:00,20.40,8.08,3.18
2019-10-13 06:28:00,20.41,8.08,3.18
2019-10-13 06:29:00,20.43,8.07,3.18
2019-10-13 06:30:00,20.45,8.10,3.18
2019-10-13 06:31:00,20.37,8.11,3.18
2019-10-13 06:32:00,20.41,8.11,3.18
2019-10-13 06:33:00,20.41,8.10,3.18
2019-10-13 06:34:00,20.39,8.11,3.18
2019-10-13 06:35:00,20.38,8.10,3.18
2019-10-13 06:36:00,20.42,8.09,3.18
2019-10-13 06:37:00,20.41,8.11,3.18
2019-10-13 06:38:00,20.46,8.07,3.18
2019-10-13 06:39:00,20.42,8.06,3.18
2019-10-13 06:40:00,20.41,8.05,3.18
2019-10-13 06:41:00,20.45,8.03,3.18
2019-10-13 06:42:00,20.45,8.02,3.18
2019-10-13 06:43:00,20.45,8.01,3.18
2019-10-13 06:44:00,20.40,8.04,3.18
2019-10-13 06:45:00,20.41,8.05,3.18
2019-10-13 06:46:00,20.44,8.05,3.18
2019-10-13 06:47:00,20.46,8.04,3.18
2019-10-13 06:48:00,20.41,8.05,3.18
2019-10-13 06:49:00,20.39,8.06,3.18
2019-10-13 06:50:00,20.44,8.04,3.18
2019-10-13 06:51:00,20.45,8.02,3.18
2019-10-13 06:52:00,20.36,8.07,3.18
2019-10-13 06:53:00,20.40,8.06,3.18
2019-10-13 06:54:00,20.40,8.06,3.18
2019-10-13 06:55:00,20.42,8.03,3.18
2019-10-13 06:56:00,20.41,8.01,3.18
2019-10-13 06:57:00,20.36,8.02,3.18
2019-10-13 06:58:00,20.41,8.00,3.18
2019-10-13 06:59:00,20.33,8.02,3.18
2019-10-13 07:00:00,20.37,8.04,3.18
2019-10-13 07:01:00,20.34,8.03,3.18
2019-10-13 07:02:00,20.36,8.03,3.18
2019-10-13 07:03:00,20.39,8.00,3.18
2019-10-13 07:04:00,20.38,7.98,3.18
2019-10-13 07:05:00,20.37,7.96,3.18
2019-10-13 07:06:00,20.37,7.94,3.18
2019-10-13 07:07:00,20.41,7.94,3.18
2019-10-13 07:08:00,20.43,7.91,3.18
2019-10-13 07:09:00,20.46,7.90,3.18
2019-10-13 07:10:00,20.35,7.93,3.18
2019-10-13 07:11:00,20.38,7.92,3.18
2019-10-13 07:12:00,20.36,7.92,3.18
2019-10-13 07:13:00,20.33,7.91,3.18
2019-10-13 07:14:00,20.33,7.91,3.18
2019-10-13 07:15:00,20.33,7.90,3.18
2019-10-13 07:16:00,20.36,7.91,3.18
2019-10-13 07:17:00,20.38,7.92,3.18
2019-10-13 07:18:00,20.38,7.92,3.18
2019-10-13 07:19:00,20.34,7.94,3.18
2019-10-13 07:20:00,20.33,7.92,3.18
2019-10-13 07:21:00,20.34,7.92,3.18
2019-10-13 07:22:00,20.32,7.91,3.18
2019-10-13 07:23:00,20.33,7.92,3.18
2019-10-13 07:24:00,20.39,7.94,3.18
2019-10-13 07:25:00,20.30,7.97,3.18
2019-10-13 07:26:00,20.34,7.96,3.18
2019-10-13 07:27:00,20.30,7.96,3.18
2019-10-13 07:28:00,20.34,7.94,3.18
2019-10-13 07:29:00,20.32,7.93,3.18
2019-10-13 07:30:00,20.30,7.95,3.18
2019-10-13 07:31:00,20.30,7.95,3.18
2019-10-13 07:32:00,20.29,7.96,3.18
2019-10-13 07:33:00,20.29,7.96,3.18
2019-10-13 07:34:00,20.30,7.94,3.18
2019-10-13 07:35:00,20.28,7.95,3.18
2019-10-13 07:36:00,20.27,7.97,3.18
2019-10-13 07:37:00,20.28,7.98,3.18
2019-10-13 07:38:00,20.29,7.97,3.18
2019-10-13 07:39:00,20.29,7.95,3.18
2019-10-13 07:40:00,20.30,7.94,3.18
2019-10-13 07:41:00,20.28,7.92,3.18
2019-10-13 07:42:00,20.30,7.90,3.18
2019-10-13 07:43:00,20.31,7.88,3.18
2019-10-13 07:44:00,20.28,7.87,3.18
2019-10-13 07:45:00,20.25,7.86,3.18
2019-10-13 07:46:00,20.30,7.83,3.19
2019-10-13 07:47:00,20.29,7.83,3.19
2019-10-13 07:48:00,20.30,7.84,3.19
2019-10-13 07:49:00,20.30,7.85,3.19
2019-10-13 07:50:00,20.27,7.85,3.19
2019-10-13 07:51:00,20.30,7.87,3.19
2019-10-13 07:52:00,20.25,7.92,3.18
2019-10-13 07:53:00,20.30,7.93,3.19
2019-10-13 07:54:00,20.26,7.95,3.19
2019-10-13 07:55:00,20.32,7.94,3.18
2019-10-13 07:56:00,20.29,7.94,3.19
2019-10-13 07:57:00,20.27,7.94,3.18
2019-10-13 07:58:00,20.30,7.94,3.18
2019-10-13 07:59:00,20.30,7.92,3.18
2019-10-13 08:00:00,20.26,7.92,3.18
2019-10-13 08:01:00,20.28,7.92,3.18
2019-10-13 08:02:00,20.25,7.93,3.18
2019-10-13 08:03:00,20.32,7.93,3.18
2019-10-13 08:04:00,20.30,7.93,3.19
2019-10-13 08:05:00,20.28,7.91,3.18
2019-10-13 08:06:00,20.29,7.91,3.18
2019-10-13 08:07:00,20.28,7.92,3.18
2019-10-13 08:08:00,20.30,7.89,3.18
2019-10-13 08:09:00,20.25,7.90,3.18
2019-10-13 08:10:00,20.28,7.89,3.18
2019-10-13 08:11:00,20.25,7.91,3.18
2019-10-13 08:12:00,20.28,7.91,3.18
2019-10-13 08:13:00,20.29,7.92,3.18
2019-10-13 08:14:00,20.26,7.92,3.18
2019-10-13 08:15:00,20.25,7.92,3.18
2019-10-13 08:16:00,20.29,7.91,3.18
2019-10-13 08:17:00,20.25,7.92,3.18
2019-10-13 08:18:00,20.23,7.93,3.18
2019-10-13 08:19:00,20.25,7.96,3.18
2019-10-13 08:20:00,20.28,7.95,3.18
2019-10-13 08:21:00,20.25,7.97,3.18
2019-10-13 08:22:00,20.23,7.98,3.18
2019-10-13 08:23:00,20.30,7.96,3.18
2019-10-13 08:24:00,20.28,7.96,3.18
2019-10-13 08:25:00,20.29,7.95,3.18
2019-10-13 08:26:00,20.24,7.96,3.18
2019-10-13 08:27:00,20.30,7.95,3.18
2019-10-13 08:28:00,20.26,7.96,3.18
2019-10-13 08:29:00,20.30,7.95,3.18
2019-10-13 08:30:00,20.29,7.96,3.18
2019-10-13 08:31:00,20.25,7.98,3.18
2019-10-13 08:32:00,20.29,7.99,3.18
2019-10-13 08:33:00,20.27,7.99,3.18
2019-10-13 08:34:00,20.30,7.98,3.18
2019-10-13 08:35:00,20.25,7.98,3.18
2019-10-13 08:36:00,20.32,7.96,3.18
2019-10-13 08:37:00,20.29,7.97,3.18
2019-10-13 08:38:00,20.31,7.95,3.18
2019-10-13 08:39:00,20.28,7.99,3.18
2019-10-13 08:40:00,20.30,7.98,3.18
2019-10-13 08:41:00,20.29,7.99,3.18
2019-10-13 08:42:00,20.27,8.01,3.18
2019-10-13 08:43:00,20.30,8.02,3.18
2019-10-13 08:44:00,20.30,8.01,3.18
2019-10-13 08:45:00,20.32,8.00,3.18
2019-10-13 08:46:00,20.30,8.00,3.18
2019-10-13 08:47:00,20.30,8.02,3.18
2019-10-13 08:48:00,20.30,8.02,3.18
2019-10-13 08:49:00,20.29,8.02,3.18
2019-10-13 08:50:00,20.34,8.01,3.18
2019-10-13 08:51:00,20.31,8.03,3.18
2019-10-13 08:52:00,20.25,8.06,3.18
2019-10-13 08:53:00,20.31,8.08,3.18
2019-10-13 08:54:00,20.31,8.10,3.18
2019-10-13 08:55:00,20.29,8.11,3.18
2019-10-13 08:56:00,20.29,8.12,3.18
2019-10-13 08:57:00,20.31,8.11,3.18
2019-10-13 08:58:00,20.30,8.10,3.18
2019-10-13 08:59:00,20.34,8.10,3.18
2019-10-13 09:00:00,20.28,8.13,3.18
2019-10-13 09:01:00,20.32,8.16,3.18
2019-10-13 09:02:00,20.34,8.16,3.18
2019-10-13 09:03:00,20.30,8.21,3.18
2019-10-13 09:04:00,20.32,8.25,3.18
2019-10-13 09:05:00,20.31,8.30,3.18
2019-10-13 09:06:00,20.31,8.35,3.18
2019-10-13 09:07:00,20.32,8.38,3.18
2019-10-13 09:08:00,20.34,8.38,3.18
2019-10-13 09:09:00,20.30,8.39,3.18
2019-10-13 09:10:00,20.33,8.40,3.18
2019-10-13 09:11:00,20.36,8.40,3.18
2019-10-13 09:12:00,20.34,8.42,3.18
2019-10-13 09:13:00,20.30,8.43,3.18
2019-10-13 09:14:00,20.36,8.43,3.18
2019-10-13 09:15:00,20.34,8.45,3.18
2019-10-13 09:16:00,20.37,8.46,3.18
2019-10-13 09:17:00,20.40,8.47,3.18
2019-10-13 09:18:00,20.37,8.51,3.18
2019-10-13 09:19:00,20.37,8.51,3.18
2019-10-13 09:20:00,20.40,8.53,3.18
2019-10-13 09:21:00,20.39,8.54,3.18
2019-10-13 09:22:00,20.40,8.55,3.18
2019-10-13 09:23:00,20.43,8.56,3.18
2019-10-13 09:24:00,20.42,8.57,3.18
2019-10-13 09:25:00,20.41,8.59,3.18
2019-10-13 09:26:00,20.44,8.59,3.18
2019-10-13 09:27:00,20.39,8.60,3.18
2019-10-13 09:28:00,20.44,8.57,3.18
2019-10-13 09:29:00,20.44,8.58,3.18
2019-10-13 09:30:00,20.46,8.60,3.18
2019-10-13 09:31:00,20.43,8.63,3.18
2019-10-13 09:32:00,20.47,8.63,3.18
2019-10-13 09:33:00,20.49,8.64,3.18
2019-10-13 09:34:00,20.47,8.66,3.18
2019-10-13 09:35:00,20.45,8.67,3.18
2019-10-13 09:36:00,20.45,8.68,3.18
2019-10-13 09:37:00,20.49,8.71,3.18
2019-10-13 09:38:00,20.52,8.69,3.18
2019-10-13 09:39:00,20.46,8.72,3.18
2019-10-13 09:40:00,20.48,8.71,3.18
2019-10-13 09:41:00,20.49,8.72,3.18
2019-10-13 09:42:00,20.50,8.71,3.18
2019-10-13 09:43:00,20.52,8.69,3.18
2019-10-13 09:44:00,20.51,8.70,3.18
2019-10-13 09:45:00,20.55,8.71,3.18
2019-10-13 09:46:00,20.53,8.72,3.18
2019-10-13 09:47:00,20.50,8.76,3.18
2019-10-13 09:48:00,20.54,8.77,3.18
2019-10-13 09:49:00,20.52,8.78,3.18
2019-10-13 09:50:00,20.49,8.80,3.18
2019-10-13 09:51:00,20.53,8.79,3.18
2019-10-13 09:52:00,20.50,8.83,3.18
2019-10-13 09:53:00,20.51,8.92,3.18
2019-10-13 09:54:00,20.58,8.96,3.18
2019-10-13 09:55:00,20.55,9.10,3.18
2019-10-13 09:56:00,20.54,9.24,3.18
2019-10-13 09:57:00,20.52,9.31,3.18
2019-10-13 09:58:00,20.57,9.40,3.18
2019-10-13 09:59:00,20.54,9.50,3.18
2019-10-13 10:00:00,20.56,9.56,3.18
2019-10-13 10:01:00,20.55,9.68,3.18
2019-10-13 10:02:00,20.55,9.77,3.18
2019-10-13 10:03:00,20.53,9.85,3.18
2019-10-13 10:04:00,20.55,9.90,3.18
2019-10-13 10:05:00,20.54,9.91,3.18
2019-10-13 10:06:00,20.58,9.88,3.18
2019-10-13 10:07:00,20.56,9.86,3.18
2019-10-13 10:08:00,20.55,9.81,3.18
2019-10-13 10:09:00,20.60,9.75,3.18
2019-10-13 10:10:00,20.61,9.68,3.18
2019-10-13 10:11:00,20.53,9.67,3.18
2019-10-13 10:12:00,20.57,9.63,3.18
2019-10-13 10:13:00,20.59,9.60,3.18
2019-10-13 10:14:00,20.52,9.58,3.18
2019-10-13 10:15:00,20.54,9.52,3.18
2019-10-13 10:16:00,20.59,9.51,3.18
2019-10-13 10:17:00,20.54,9.56,3.18
2019-10-13 10:18:00,20.61,9.58,3.18
2019-10-13 10:19:00,20.56,9.63,3.18
2019-10-13 10:20:00,20.56,9.65,3.18
2019-10-13 10:21:00,20.59,9.62,3.18
2019-10-13 10:22:00,20.58,9.60,3.18
2019-10-13 10:23:00,20.60,9.57,3.18
2019-10-13 10:24:00,20.60,9.56,3.18
2019-10-13 10:25:00,20.60,9.59,3.18
2019-10-13 10:26:00,20.61,9.58,3.18
2019-10-13 10:27:00,20.58,9.55,3.18
2019-10-13 10:28:00,20.60,9.47,3.18
2019-10-13 10:29:00,20.61,9.45,3.18
2019-10-13 10:30:00,20.62,9.47,3.18
2019-10-13 10:31:00,20.62,9.48,3.18
2019-10-13 10:32:00,20.61,9.51,3.18
2019-10-13 10:33:00,20.60,9.55,3.18
2019-10-13 10:34:00,20.58,9.60,3.18
2019-10-13 10:35:00,20.63,9.59,3.18
2019-10-13 10:36:00,20.61,9.57,3.18
2019-10-13 10:37:00,20.57,9.60,3.18
2019-10-13 10:38:00,20.61,9.57,3.18
2019-10-13 10:39:00,20.61,9.54,3.18
2019-10-13 10:40:00,20.61,9.49,3.18
2019-10-13 10:41:00,20.62,9.50,3.18
2019-10-13 10:42:00,20.63,9.50,3.18
2019-10-13 10:43:00,20.62,9.47,3.18
2019-10-13 10:44:00,20.59,9.47,3.18
2019-10-13 10:45:00,20.57,9.49,3.18
2019-10-13 10:46:00,20.56,9.50,3.18
2019-10-13 10:47:00,20.62,9.48,3.18
2019-10-13 10:48:00,20.61,9.47,3.18
2019-10-13 10:49:00,20.61,9.45,3.18
2019-10-13 10:50:00,20.62,9.49,3.18
2019-10-13 10:51:00,20.63,9.51,3.18
2019-10-13 10:52:00,20.64,9.54,3.18
2019-10-13 10:53:00,20.62,9.53,3.18
2019-10-13 10:54:00,20.67,9.52,3.18
2019-10-13 10:55:00,20.63,9.49,3.18
2019-10-13 10:56:00,20.61,9.43,3.18
2019-10-13 10:57:00,20.63,9.42,3.18
2019-10-13 10:58:00,20.66,9.51,3.18
2019-10-13 10:59:00,20.63,9.57,3.18
2019-10-13 11:00:00,20.63,9.55,3.18
2019-10-13 11:01:00,20.68,9.62,3.18
2019-10-13 11:02:00,20.68,9.64,3.18
2019-10-13 11:03:00,20.67,9.73,3.18
2019-10-13 11:04:00,20.71,9.71,3.18
2019-10-13 11:05:00,20.68,9.73,3.18
2019-10-13 11:06:00,20.68,9.76,3.18
2019-10-13 11:07:00,20.68,9.81,3.18
2019-10-13 11:08:00,20.71,9.84,3.18
2019-10-13 11:09:00,20.70,9.87,3.18
2019-10-13 11:10:00,20.72,9.87,3.18
2019-10-13 11:11:00,20.71,9.89,3.18
2019-10-13 11:12:00,20.68,9.94,3.18
2019-10-13 11:13:00,20.74,9.91,3.18
2019-10-13 11:14:00,20.72,9.96,3.18
2019-10-13 11:15:00,20.75,9.94,3.18
2019-10-13 11:16:00,20.73,9.93,3.18
2019-10-13 11:17:00,20.69,9.92,3.18
2019-10-13 11:18:00,20.70,9.94,3.18
2019-10-13 11:19:00,20.75,10.02,3.18
2019-10-13 11:20:00,20.70,9.97,3.18
2019-10-13 11:21:00,20.76,9.93,3.18
2019-10-13 11:22:00,20.80,9.90,3.18
2019-10-13 11:23:00,20.76,9.90,3.18
2019-10-13 11:24:00,20.75,9.91,3.18
2019-10-13 11:25:00,20.72,9.99,3.18
2019-10-13 11:26:00,20.71,9.96,3.18
2019-10-13 11:27:00,20.75,10.03,3.18
2019-10-13 11:28:00,20.70,10.09,3.18
2019-10-13 11:29:00,20.77,10.07,3.18
2019-10-13 11:30:00,20.76,10.11,3.18
2019-10-13 11:31:00,20.74,10.12,3.18
2019-10-13 11:32:00,20.78,10.13,3.18
2019-10-13 11:33:00,20.82,10.13,3.18
2019-10-13 11:34:00,20.77,10.22,3.18
2019-10-13 11:35:00,20.78,10.22,3.18
2019-10-13 11:36:00,20.77,10.36,3.18
2019-10-13 11:37:00,20.78,10.51,3.18
2019-10-13 11:38:00,20.81,10.62,3.18
2019-10-13 11:39:00,20.86,10.70,3.18
2019-10-13 11:40:00,20.83,10.75,3.18
2019-10-13 11:41:00,20.82,10.80,3.18
2019-10-13 11:42:00,20.83,10.85,3.18
2019-10-13 11:43:00,20.78,10.92,3.18
2019-10-13 11:44:00,20.85,10.92,3.18
2019-10-13 11:45:00,20.86,10.97,3.18
2019-10-13 11:46:00,20.82,11.03,3.18
2019-10-13 11:47:00,20.82,11.05,3.18
2019-10-13 11:48:00,20.82,11.07,3.18
2019-10-13 11:49:00,20.83,11.09,3.18
2019-10-13 11:50:00,20.86,11.15,3.18
2019-10-13 11:51:00,20.84,11.23,3.18
2019-10-13 11:52:00,20.91,11.21,3.18
2019-10-13 11:53:00,20.85,11.26,3.18
2019-10-13 11:54:00,20.89,11.22,3.18
2019-10-13 11:55:00,20.88,11.25,3.18
2019-10-13 11:56:00,20.86,11.28,3.18
2019-10-13 11:57:00,20.84,11.37,3.18
2019-10-13 11:58:00,20.87,11.37,3.18
2019-10-13 11:59:00,20.91,11.42,3.18
2019-10-13 12:00:00,20.89,11.37,3.18
2019-10-13 12:01:00,20.90,11.40,3.18
2019-10-13 12:02:00,20.87,11.36,3.18
2019-10-13 12:03:00,20.90,11.42,3.18
2019-10-13 12:04:00,20.91,11.49,3.18
2019-10-13 12:05:00,20.93,11.56,3.18
2019-10-13 12:06:00,20.91,11.63,3.18
2019-10-13 12:07:00,20.94,11.72,3.18
2019-10-13 12:08:00,20.96,11.75,3.18
2019-10-13 12:09:00,20.93,11.76,3.18
2019-10-13 12:10:00,20.96,11.76,3.18
2019-10-13 12:11:00,20.95,11.78,3.18
2019-10-13 12:12:00,20.96,11.84,3.18
2019-10-13 12:13:00,20.91,11.90,3.18
2019-10-13 12:14:00,20.99,11.84,3.18
2019-10-13 12:15:00,20.96,11.91,3.18
2019-10-13 12:16:00,20.95,11.84,3.18
2019-10-13 12:17:00,21.01,11.62,3.18
2019-10-13 12:18:00,20.94,11.57,3.18
2019-10-13 12:19:00,20.97,11.49,3.18
2019-10-13 12:20:00,20.94,11.27,3.18
2019-10-13 12:21:00,21.00,11.02,3.18
2019-10-13 12:22:00,20.96,10.97,3.18
2019-10-13 12:23:00,20.96,10.98,3.18
2019-10-13 12:24:00,21.01,11.04,3.18
2019-10-13 12:25:00,20.97,10.86,3.18
2019-10-13 12:26:00,21.00,10.67,3.18
2019-10-13 12:27:00,21.00,10.27,3.18
2019-10-13 12:28:00,21.02,10.15,3.18
2019-10-13 12:29:00,21.02,10.16,3.18
2019-10-13 12:30:00,20.96,10.20,3.18
2019-10-13 12:31:00,21.02,10.06,3.18
2019-10-13 12:32:00,21.05,10.03,3.18
2019-10-13 12:33:00,21.03,9.94,3.18
2019-10-13 12:34:00,21.02,10.15,3.18
2019-10-13 12:35:00,21.03,10.10,3.18
2019-10-13 12:36:00,21.04,10.08,3.18
2019-10-13 12:37:00,20.99,10.12,3.18
2019-10-13 12:38:00,21.04,10.27,3.18
2019-10-13 12:39:00,21.06,10.21,3.18
2019-10-13 12:40:00,21.07,10.26,3.18
2019-10-13 12:41:00,21.06,10.24,3.18
2019-10-13 12:42:00,21.10,10.26,3.18
2019-10-13 12:43:00,21.06,10.37,3.18
2019-10-13 12:44:00,21.07,10.39,3.18
2019-10-13 12:45:00,21.09,10.35,3.18
2019-10-13 12:46:00,21.10,10.44,3.18
2019-10-13 12:47:00,21.13,10.51,3.18
2019-10-13 12:48:00,21.12,10.22,3.18
2019-10-13 12:49:00,21.12,10.33,3.18
2019-10-13 12:50:00,21.12,10.35,3.18
2019-10-13 12:51:00,21.13,10.47,3.18
2019-10-13 12:52:00,21.15,10.50,3.18
2019-10-13 12:53:00,21.17,10.62,3.18
2019-10-13 12:54:00,21.09,10.83,3.18
2019-10-13 12:55:00,21.10,10.58,3.18
2019-10-13 12:56:00,21.12,10.70,3.18
2019-10-13 12:57:00,21.17,10.52,3.18
2019-10-13 12:58:00,21.19,10.60,3.18
2019-10-13 12:59:00,21.14,10.45,3.18
2019-10-13 13:00:00,21.16,10.33,3.18
2019-10-13 13:01:00,21.20,10.28,3.18
2019-10-13 13:02:00,21.19,10.08,3.18
2019-10-13 13:03:00,21.13,10.28,3.18
2019-10-13 13:04:00,21.16,10.39,3.18
2019-10-13 13:05:00,21.16,10.53,3.18
2019-10-13 13:06:00,21.19,10.50,3.18
2019-10-13 13:07:00,21.22,10.61,3.18
2019-10-13 13:08:00,21.22,10.72,3.18
2019-10-13 13:09:00,21.17,10.65,3.18
2019-10-13 13:10:00,21.26,10.47,3.18
2019-10-13 13:11:00,21.22,10.49,3.18
2019-10-13 13:12:00,21.27,10.55,3.18
2019-10-13 13:13:00,21.25,10.65,3.18
2019-10-13 13:14:00,21.23,10.49,3.18
2019-10-13 13:15:00,21.25,10.28,3.18
2019-10-13 13:16:00,21.27,10.46,3.18
2019-10-13 13:17:00,21.30,10.34,3.18
2019-10-13 13:18:00,21.26,10.36,3.18
2019-10-13 13:19:00,21.25,10.34,3.18
2019-10-13 13:20:00,21.23,10.28,3.18
2019-10-13 13:21:00,21.27,10.37,3.18
2019-10-13 13:22:00,21.32,10.45,3.18
2019-10-13 13:23:00,21.29,10.36,3.18
2019-10-13 13:24:00,21.32,10.39,3.18
2019-10-13 13:25:00,21.32,10.45,3.18
2019-10-13 13:26:00,21.29,10.45,3.18
2019-10-13 13:27:00,21.34,10.49,3.18
2019-10-13 13:28:00,21.29,10.60,3.18
2019-10-13 13:29:00,21.31,10.60,3.18
2019-10-13 13:30:00,21.28,10.68,3.18
2019-10-13 13:31:00,21.32,10.43,3.18
2019-10-13 13:32:00,21.32,10.23,3.18
2019-10-13 13:33:00,21.29,9.93,3.18
2019-10-13 13:34:00,21.30,9.80,3.18
2019-10-13 13:35:00,21.38,9.52,3.18
2019-10-13 13:36:00,21.34,9.51,3.18
2019-10-13 13:37:00,21.34,9.45,3.18
2019-10-13 13:38:00,21.36,9.36,3.18
2019-10-13 13:39:00,21.36,9.35,3.18
2019-10-13 13:40:00,21.37,9.33,3.18
2019-10-13 13:41:00,21.38,9.33,3.18
2019-10-13 13:42:00,21.37,9.36,3.18
2019-10-13 13:43:00,21.36,9.40,3.18
2019-10-13 13:44:00,21.38,9.40,3.18
2019-10-13 13:45:00,21.37,9.35,3.18
2019-10-13 13:46:00,21.38,9.50,3.18
2019-10-13 13:47:00,21.39,10.09,3.18
2019-10-13 13:48:00,21.38,10.15,3.18
2019-10-13 13:49:00,21.43,10.40,3.18
2019-10-13 13:50:00,21.45,10.67,3.18
2019-10-13 13:51:00,21.44,10.56,3.18
2019-10-13 13:52:00,21.47,10.43,3.18
2019-10-13 13:53:00,21.38,10.28,3.18
2019-10-13 13:54:00,21.44,10.16,3.18
2019-10-13 13:55:00,21.46,10.04,3.18
2019-10-13 13:56:00,21.43,9.97,3.18
2019-10-13 13:57:00,21.43,9.90,3.18
2019-10-13 13:58:00,21.48,9.82,3.18
2019-10-13 13:59:00,21.45,9.79,3.18
2019-10-13 14:00:00,21.49,9.74,3.18
2019-10-13 14:01:00,21.50,9.71,3.18
2019-10-13 14:02:00,21.47,9.69,3.18
2019-10-13 14:03:00,21.52,9.66,3.18
2019-10-13 14:04:00,21.50,9.67,3.18
2019-10-13 14:05:00,21.53,9.63,3.18
2019-10-13 14:06:00,21.52,9.67,3.18
2019-10-13 14:07:00,21.51,9.83,3.18
2019-10-13 14:08:00,21.52,9.83,3.18
2019-10-13 14:09:00,21.53,9.82,3.18
2019-10-13 14:10:00,21.55,9.80,3.18
2019-10-13 14:11:00,21.55,9.77,3.18
2019-10-13 14:12:00,21.54,9.75,3.18
2019-10-13 14:13:00,21.58,9.70,3.18
2019-10-13 14:14:00,21.56,9.74,3.18
2019-10-13 14:15:00,21.58,9.72,3.18
2019-10-13 14:16:00,21.58,9.68,3.18
2019-10-13 14:17:00,21.57,9.70,3.18
2019-10-13 14:18:00,21.57,9.68,3.18
2019-10-13 14:19:00,21.58,9.69,3.18
